Key,spanish
resourceFemurDesc,"Puedes conseguir [decea3]polvo de hueso[-] desmenuzándolo en trozos. El [decea3]polvo de hueso[-] se utiliza para hacer [decea3]pegamento[-]."
resourceFishingWeight,"Pesos de pesca"
resourceFishingWeightDesc,"Los objetos de plomo pueden ser desechados en forma de chatarra de plomo en tu mochila o fundidos en una forja como recurso básico."
resourceForgedIron,"Chapas de  hierro"
resourceForgedIronDesc,"Se fabrica moldeando lingotes de hierro para formar piezas planas de hierro forjado. Se utiliza para fabricar, reparar y mejorar diversas cosas."
resourceForgedSteel,"Chapas de acero"
resourceForgedSteelDesc,"Se fabrica moldeando lingotes de acero para formar piezas planas de acero forjado. Puede utilizarse para fabricar algunos de los objetos más resistentes del juego."
resourceGoldNugget,"Pepita de oro"
resourceGoldNuggetDesc,"Es una pepita brillante y densa, que podría fundirse en un lingote para aumentar su valor."
resourceGunPowder,"Pólvora"
resourceGunPowderDesc,"La pólvora se puede fabricar a partir de carbón, nitrato y azufre puede utilizarse para fabricar tus propias municiones y explosivos."
resourceLockPick,"Ganzúa"
resourceLockPickDesc,"Si tienes ganzúas en tu inventario, puedes forzar algunas cerraduras manteniendo pulsada la tecla "E" y seleccionando la acción Forzar cerradura.\NNo es necesario que estén equipadas en el cinturón de herramientas."
resourceLockPickBlueprint,"Ganzúa"
resourceLockPickBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
resourceMetalPipe,"Tubería de hierro"
resourceMetalPipeDesc,"Una tubería corta de hierro bastante ordinaria. Se puede utilizar en una variedad de recetas."
resourceMilitaryFiberSchematic,"Fibra militar"
resourceOilSchematic,"Aceite"
resourceRadiator,"Radiador de latón"
resourceRadiatorDesc," "
resourceRawDiamond,"Diamante en bruto"
resourceRawDiamondDesc,"Si tan solo hubiera encontrado esto antes de que comenzara el apocalipsis, me pregunto si es un diamante de sangre."
resourceRocketCasing,"Carcasa de cohete"
resourceRocketCasingDesc,"Se utiliza una carcasa de cohete para fabricar munición para el lanzacohetes."
resourceRocketTip,"Fusible de cohete"
resourceRocketTipDesc,"Se usa un fusible de cohete para hacer munición para el lanzacohetes."
resourceScrapBrass,"Desechos de latón"
resourceScrapBrassDesc,"Un recurso básico para la forja que se puede utilizar para fabricar casquillos de munición, entre otras cosas."
resourceScrapIron,"Desechos de hierro"
resourceScrapIronDesc,"Un recurso básico para fabricar, forjar, reparar y mejorar. Junto a la madera no hay nada más útil."
resourceScrapLead,"Desechos de plomo"
resourceScrapLeadDesc,"Un recurso básico para la forja. Se puede usar para hacer puntas de bala y más."
resourceScrapPolymers,"Desechos de plástico"
resourceScrapPolymersDesc,"Pedazos aleatorios de chatarra de plástico, que puedes moldear cuidadosamente en nuevas formas."
resourceSilverNugget,"Pepita de plata"
resourceSilverNuggetDesc,"Tal vez debería quedarme con esto, los hombres lobo en el apocalipsis son totalmente posibles, ¿verdad?"
resourceTrophy1,"Trofeo de latón"
resourceTrophy1Desc,"Sería más útil si se desguaza o se funde en la [decea3]fragua[-]."
resourceTrophy2,"Trofeo de plomo"
resourceTrophy2Desc,"Los objetos de plomo se pueden convertir en chatarra de plomo en tu mochila o se pueden fundir en una [decea3]forge[-] como recurso principal."
resourceWood,"Tableros viejos recuperados"
resourceWoodDesc,"Unas tablas viejas, que no tienen mucho uso"
schematicGeneralGroupDesc,"La lectura del esquema te enseñará a elaborar este objeto."
shotgunTurretSchematic,"Torreta de escopeta"
smallEngine,"Motor compacto"
smallEngineDesc,"Pequeño motor para pequeños vehículos o herramientas."
speakerSchematic,"Altavoz eléctrico"
spotlightPlayerSchematic,"Foco eléctrico"
switchSchematic,"Interruptor eléctrico"
toolBeaker,"Vaso de precipitación"
toolBeakerDesc,"Herramienta necesaria para hacer una mesa de química."
toolBellows,"Fuelle"
toolBellowsDesc,"Ayuda a gestionar mejor el flujo de aire en la fragua, aumentando su velocidad de elaboración en un [decea3]25%[-]"
toolBellowsSchematic,"Fuelle"
toolBellowsSchematicDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
resourceYuccaFibers,"Fibra vegetal"
resourceYuccaFibersDesc,"Las fibras vegetales se adquieren al destruir la hierba y las plantas pequeñas. Se pueden usar para fabricar muchas cosas y para plantar hierba usando la acción secundaria."
thrownDynamite,"Dinamita"
thrownDynamiteDesc,"Se puede encender con la acción secundaria y lanzar con la acción primaria. La parte de lanzamiento es muy importante."
thrownDynamiteSchematic,"Dinamita"
thrownAmmoPipeBomb,"Bomba de tubo"
thrownAmmoPipeBombSchematic,"Bomba de tubo"
thrownGrenade,"Grenada"
thrownGrenadeSchematic,"Grenada"
thrownGrenadeContact,"Granada de contacto"
thrownGrenadeContactSchematic,"Granada de contacto"
thrownTimedCharge,"Carga temporizada"
toolAnvil,"Yunque"
toolAnvilDesc,"Requerido para fabricar la [decea3]forja del herrero (Nivel 2) [-], que permitirá dar forma a metales más avanzados."
toolAnvilSchematic,"Yunque"
toolForgeCrucible,"Crisol"
toolForgeCrucibleDesc,"Requerido para fabricar el [decea3]horno (Nivel 2)[-], que permitirá el procesamiento de plata, oro, acero y titanio."
toolForgeCrucibleSchematic,"Crisol"
vehicle4x4TruckAccessoriesSchematic,"Accesorios 4x4"
vehicle4x4TruckChassisSchematic,"Cuadro 4x4"
vehicle4x4TruckPlaceable,"Camioneta 4x4"
vehicle4x4TruckPlaceableDesc,"Vehículo manejable. Usa la acción secundaria para colocarlo en el mundo."
vehicleBicycleHandlebarsSchematic,"Manillar de bicicleta"
vehicleBicycleChassisSchematic,"Marco de bicicleta"
vehicleBicyclePlaceable,"Bicicleta de montaña"
vehicleBicyclePlaceableDesc,"Vehículo manejable. Usa la acción secundaria para colocarlo en el mundo."
vehicleGyroCopterAccessoriesSchematic,"Accesorios para girocópteros"
vehicleGyroCopterChassisSchematic,"Marco de girocóptero"
vehicleGyrocopterPlaceable,"Girocóptero"
vehicleGyrocopterPlaceableDesc,"Vehículo manejable. Usa la acción secundaria para colocarlo en el mundo."
vehicleMinibikeChassisSchematic,"Cuadro de minimoto"
vehicleMinibikeHandlebarsSchematic,"Manillares minimoto"
vehicleMinibikePlaceable,"Minimoto"
vehicleMinibikePlaceableDesc,"Vehículo manejable. Usa la acción secundaria para colocarlo en el mundo."
vehicleMotorcycleChassisSchematic,"Marco de la motocicleta"
vehicleMotorcycleHandlebarsSchematic,"Manillares de moto"
vehicleMotorcyclePlaceable,"Motociclet: Vagabunda"
vehicleMotorcyclePlaceableDesc,"Vehículo manejable. Usa la acción secundaria para colocarlo en el mundo."
workbenchSchematic,"Banco de trabajo"
mineCookingPotBlueprint,"Mina de olla de cocina"
mineCookingPotBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
rScrapIronPlateMineBlueprint,"Mina de placa de presión"
rScrapIronPlateMineBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
mineHubcapBlueprint,"Mina de tapacubos"
mineHubcapBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
thrownTimedChargeBlueprint,"Carga temporizada"
thrownTimedChargeBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
mineAirFilterBlueprint,"Mina de filtro de aire"
mineAirFilterBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorIronSetSchematic,"Armadura de hierro"
armorIronHelmetBlueprint,"Casco de hierro"
armorIronHelmetBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorIronChestBlueprint,"Armadura de hierro para el pecho"
armorIronChestBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorIronGlovesBlueprint,"Guantes de hierro"
armorIronGlovesBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorIronLegsBlueprint,"Armadura de piernas de hierro"
armorIronLegsBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorIronBootsBlueprint,"Botas de hierro"
armorIronBootsBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorSteelHelmetBlueprint,"Casco de acero"
armorSteelHelmetBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorSteelChestBlueprint,"Armadura de acero para el pecho"
armorSteelChestBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorSteelGlovesBlueprint,"Guantes de acero"
armorSteelGlovesBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorSteelLegsBlueprint,"Armadura de piernas de acero"
armorSteelLegsBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorSteelBootsBlueprint,"Botas de acero"
armorSteelBootsBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorLeatherSetSchematic,"Armadura de cuero"
armorLeatherHelmetBlueprint,"Casco de cuero"
armorLeatherHelmetBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorLeatherChestBlueprint,"Armadura de cuero para el pecho"
armorLeatherChestBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorLeatherGlovesBlueprint,"Guantes de cuero"
armorLeatherGlovesBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorLeatherLegsBlueprint,"Armadura de cuero para las piernas"
armorLeatherLegsBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorLeatherBootsBlueprint,"Botas de cuero"
armorLeatherBootsBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorMilitarySetSchematic,"Armadura militar"
armorMilitaryHelmetBlueprint,"Casco militar"
armorMilitaryHelmetBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorMilitaryChestBlueprint,"Armadura de pecho militar"
armorMilitaryChestBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorMilitaryGlovesBlueprint,"Guantes militares"
armorMilitaryGlovesBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorMilitaryLegsBlueprint,"Armadura militar para piernas"
armorMilitaryLegsBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorMilitaryBootsBlueprint,"Botas militares"
armorMilitaryBootsBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
meleeToolRepairT1ClawHammerBlueprint,"Martillo de garra"
meleeToolRepairT1ClawHammerBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
meleeToolAxeT1IronFireaxeBlueprint,"Hacha de bombero de hierro"
meleeToolAxeT1IronFireaxeBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
meleeToolPickT1IronPickaxeBlueprint,"Pico de hierro"
meleeToolPickT1IronPickaxeBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
meleeToolShovelT1IronShovelBlueprint,"Pala de hierro"
meleeToolShovelT1IronShovelBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
meleeToolAxeT2SteelAxeBlueprint,"Hacha de acero"
meleeToolAxeT2SteelAxeBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
meleeToolPickT2SteelPickaxeBlueprint,"Pico de acero"
meleeToolPickT2SteelPickaxeBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
meleeToolShovelT2SteelShovelBlueprint,"Pala de acero"
meleeToolShovelT2SteelShovelBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
meleeWpnBladeT3MacheteSchematic,"Machete de chatarra"
meleeWpnBladeT3MacheteSchematicDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
meleeWpnClubT3SteelClubBlueprint,"Garrote de Acero"
meleeWpnClubT3SteelClubBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
meleeWpnSpearT3SteelSpearBlueprint,"Lanza de acero"
meleeWpnSpearT3SteelSpearBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
drugSteroidsBlueprint,"Esteroides"
drugSteroidsBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
drugFortBitesBlueprint,"Frost Bites"
drugFortBitesBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
drugRecogBlueprint,"Recog"
drugRecogBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
ceilingLight01_playerBlueprint,"Bombilla básica"
ceilingLight01_playerBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
industrialLight01_playerBlueprint,"Luces industriales"
industrialLight01_playerBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
industrialLight02_playerBlueprint,"Bombilla industrial"
industrialLight02_playerBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
ceilingLight07_playerBlueprint,"Lámpara fluorescente"
ceilingLight07_playerBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
electricwirerelayBlueprint,"Relé de cable eléctrico"
electricwirerelayBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
pressureplateLongBlueprint,"Placa de acción 1x5"
pressureplateLongBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
tripwirepostBlueprint,"Puesto de mando"
tripwirepostBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
garageDoorMetal_v1PoweredBlueprint,"Puerta eléctrica de garaje de acero 3x2"
garageDoorMetal_v1PoweredBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
vaultDoor03_PoweredBlueprint,"Puerta eléctrica de bóveda T3"
vaultDoor03_PoweredBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
vaultHatch_v3_PoweredBlueprint,"Puerta eléctrica de bóveda T3"
vaultHatch_v3_PoweredBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
garageDoorIndustrial_PoweredBlueprint,"Puerta eléctrica de garaje de acero 5x3"
garageDoorIndustrial_PoweredBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
metalReinforcedWoodDrawBridgePoweredBlueprint,"Puente levadizo reforzado con motor"
metalReinforcedWoodDrawBridgePoweredBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
vehicleWheelsBlueprint,"Rueda"
vehicleWheelsBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
carBatteryBlueprint,"Batería de plomo para coches"
carBatteryBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
armorMiningHelmetBlueprint,"Casco minero"
armorMiningHelmetBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
ulmAmmo10mmRoundHPBlueprint,"Bala de 10mm (HP)"
ulmAmmo10mmRoundHPBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
ulmAmmo10mmRoundAPBlueprint,"Bala de 10mm (AP)"
ulmAmmo10mmRoundAPBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
ulmAmmo38CalRoundHPBlueprint,"Bala de .38 (HP)"
ulmAmmo38CalRoundHPBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
ulmAmmo38CalRoundAPBlueprint,"Bala de .38 (AP)"
ulmAmmo38CalRoundAPBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
ulmAmmo556mmRoundHPBlueprint,"Bala de 5.56mm (HP)"
ulmAmmo556mmRoundHPBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
ulmAmmo556mmRoundAPBlueprint,"Bala de 5.56mm (AP)"
ulmAmmo556mmRoundAPBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
ulmAmmo792mmRoundHPBlueprint,"Bala de 7.92mm (HP)"
ulmAmmo792mmRoundHPBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
ulmAmmo792mmRoundAPBlueprint,"Bala de 7.92mm (AP)"
ulmAmmo792mmRoundAPBlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
ulmStationArtisan_1Blueprint,"Mesa de artesanía"
ulmStationArtisan_1BlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
ulmStationArtisan_2Blueprint,"Mesa de artesanía (Nivel 2)"
ulmStationArtisan_2BlueprintDesc,"Te permite aprender una nueva receta de elaboración. Si ya se sabe, da XP cuando se usa".
