Key,german
ulmGunKineticShotgunDoubleBarrelDesc,"Trotz ihres Aussehens ist sie ziemlich robust und hat eine Menge Power."
ulmGunKineticShotgunPumpBM4,"Vindicator"
ulmGunKineticShotgunPumpBM4Desc,"Hochentwickelte Schrotflinte in Militärqualität mit hoher Widerstandsfähigkeit."
ulmGunKineticShotgunEnforcer,"Enforcer"
ulmGunKineticShotgunEnforcerDesc,"Langläufige Schrotflinte mit Pump-Action-Lademechanismus"
ulmGunKineticShotgunPeacekeeper,"Peacekeeper"
ulmGunKineticShotgunPeacekeeperDesc,"Ein Instrument zur Aufrechterhaltung von Gerechtigkeit und Frieden durch schiere Feuerkraft."
ulmGunKineticShotgunScrap,"Schrott-Schrotflinte"
ulmGunKineticShotgunScrapDesc,"Hält sich selbst kaum zusammen, und obwohl sie mit normaler Schrotmunition geladen werden kann, ist die Effektivität geringer."
ulmGunKineticShotgunScrapBlueprint,"Schrott-Schrotflinte"
ulmGunKineticShotgunScrapBlueprintDesc,"Anleitung zum Bau einer [decea3]Schrott-Schrotflinte[-]."
ulmGunKineticShotgunSpas,"SPS-12"
ulmGunKineticShotgunSpasDesc,"Kampfflinte für militärische Zwecke mit verstellbarem Schaft."
ulmGunKineticSniperRifleM1A,"Ranger-Gewehr"
ulmGunKineticSniperRifleM1ADesc,"Obwohl es veraltet ist und vor mehreren Jahrzehnten ausgemustert wurde, war es aufgrund seiner Benutzerfreundlichkeit und Zuverlässigkeit lange Zeit im Einsatz."
ulmGunKineticSniperRifleM82,"HSR-82"
ulmGunKineticSniperRifleM82Desc,"Großkalibriges halbautomatisches Scharfschützengewehr zur präzisen Unterstützung auf lange Distanz."
ulmGunKineticSniperRifleSRD63,"LDR-63"
ulmGunKineticSniperRifleSRD63Desc,"Halbautomatisches Scharfschützengewehr zur präzisen Unterstützung auf lange Distanz."
ulmGunKineticUMP,"UMP"
ulmGunKineticUMPDesc,"Kleine, erschwingliche und kompakte Universal-Maschinenpistole, auch bekannt als Nachfolger des LSG-5."
ulmGunPlasmaPistol,"Plasma-Pistole"
ulmGunPlasmaPistolDesc,"Keine Beschreibung"
ulmGunPlasmaSubMachineGun,"Plasma-SMG"
ulmGunPlasmaSubMachineGunDesc,"Außergewöhnliche Durchschlagskraft auf Tastendruck!"
ulmGunPulseLaserPistolBlack,"Puls-Laser-Pistole"
ulmGunPulseLaserPistolBlackDesc,"Keine Beschreibung"
ulmMeleeAxeCrudeIron,"Grobschlächtige Axt"
ulmMeleeAxeCrudeIronDesc,"[decea3]+200%[-] mehr Schaden an Bäumen."
ulmMeleeAxeScrapIron,"Schrottaxt"
ulmMeleeAxeScrapIronDesc,"[decea3]+200%[-] mehr Schaden an Bäumen. Scharfe Stücke aus Eisenschrott, die zu einer Axtform zusammengeschustert wurden. Eignet sich gut zum Schneiden von Holz."
ulmMeleeAxeScrapIronBlueprint,"Schrottaxt"
ulmMeleeAxeTitanium,"Titanaxt"
ulmMeleeAxeTitaniumDesc,"[decea3]+400%[-] mehr Schaden an Bäumen."
ulmMeleeAxeTitaniumBlueprint,"Titanaxt"
ulmMeleeBatonPoliceBaton,"Polizeischlagstock"
ulmMeleeBatonPoliceBatonDesc,"Standard-Polizeischlagstock mit Eisenkern, der mit einer gummierten Kunststoffhülle überzogen ist."
ulmMeleeBatonPoliceBatonWithBlade,"Modifizierter Polizeischlagstock"
ulmMeleeBatonPoliceBatonWithBladeDesc,"Jemand hat diesen Polizeischlagstock mit zusätzlicher Stoppkraft modifiziert."
ulmMeleeBladeChitinSaber,"Chitin-Säbel"
ulmMeleeBladeChitinSaberDesc,"Ein Dolch aus Chitin"
ulmMeleeBladeChitinSaberBlueprint,"Chitin-Säbel"
ulmMeleeBladeFoldingKnife,"Taschenmesser"
ulmMeleeBladeFoldingKnifeDesc,"Kleines klappbares Taschenmesser. Leicht und einfach zu tragen, richtet aber nicht viel Schaden an."
ulmMeleeBladeElectro,"Elektro-Klinge"
ulmMeleeBladeElectroDesc,"Die Erfindung von kleinen und tragbaren Stromzellen ermöglichte die Entwicklung dieser Hochspannungsklinge, die ihre Spulen aufladen und gelegentlich einen zusätzlichen Elektroschock auf ihre Ziele ausüben kann."
ulmMeleeBladeElectroSaber,"Elektro-Säbel"
ulmMeleeBladeElectroSaberDesc,"Verfügt über zwei große Spulen, die sich aufladen und, sobald voll aufgeladen, Hochstromimpulse abgeben können, die Ziele beim Aufprall betäuben."
ulmMeleeBladeInferno,"Inferno-Klinge"
ulmMeleeBladeInfernoDesc,"Die Erfindung kleiner und tragbarer Stromzellen ermöglichte die Herstellung dieser beheizten Klinge. Die eingebaute Stromquelle hält die Temperatur konstant aufrecht und muss alle 25 Jahre ausgetauscht werden."
ulmMeleeBladeKatana,"Stahlkatana"
ulmMeleeBladeKatanaDesc,"Ein spezielles, gebogenes, einschneidiges Schwert mit kreisförmiger Klinge und langem Griff, das beidhändig geführt werden kann."
ulmMeleeBladeKatanaBlueprint,"Stahlkatana"
ulmMeleeBladeKatanaScrapIron,"Schrottkatana"
ulmMeleeBladeKatanaScrapIronDesc,"Sieht irgendwie aus wie ein Katana, zumindest ist es nah genug dran, wenn man bedenkt, dass es ein Mischmasch aus einigen Metallschrottteilen ist."
ulmMeleeBladeKatanaScrapIronBlueprint,"Schrottkatana"
ulmMeleeBladeKatanaTitanium,"Titankatana"
ulmMeleeBladeKatanaTitaniumDesc,"Ein spezielles, gebogenes, einschneidiges Schwert mit kreisförmiger Klinge und langem Griff für die beidhändige Führung."
ulmMeleeBladeKatanaTitaniumBlueprint,"Titankatana"
ulmMeleeBladeKatanaThermal,"Thermalkatana"
ulmMeleeBladeKatanaThermalDesc,"Ein spezielles Schwert mit thermisch erhitzter, einschneidiger Klinge, minimalistischem Schutz und langem Griff für die beidhändige Führung. Die eingebaute Stromquelle hält die Temperatur konstant aufrecht und muss alle 25 Jahre ausgetauscht werden."
ulmMeleeBladeKnifeCleaverIron,"Beil"
ulmMeleeBladeKnifeCleaverIronDesc,"Werkzeug, das häufig zum Zerteilen von großen Stücken weicher Knochen und dicker Fleischstücke verwendet wird."
ulmMeleeBladeKnifeCleaverRusty,"Verrostetes Beil"
ulmMeleeBladeKnifeCleaverRustyDesc,"Es hat schon bessere Tage gesehen und die Klinge weist einige schwere Korrosionsschäden auf."
ulmMeleeBladeKnifeCombatIron,"Eisenkampfmesser"
ulmMeleeBladeKnifeCombatIronDesc,"Der große Bruder des Jagdmessers, das beim Militär verwendet wird."
ulmMeleeBladeKnifeCombatIronBlueprint,"Eisenkampfmesser"
ulmMeleeBladeKnifeCombatSteel,"Stahlkampfmesser"
ulmMeleeBladeKnifeCombatSteelDesc,"Schweres Kampfmesser, das hauptsächlich vom Militär verwendet wird."
ulmMeleeBladeKnifeCombatSteelBlueprint,"Stahlkampfmesser"
ulmMeleeBladeKnifeKunai,"Eisenmesser"
ulmMeleeBladeKnifeKunaiDesc,"Einfaches, zweischneidiges Messer aus Gusseisen, dessen Griff mit einem Tuch umwickelt ist."
ulmMeleeBladeKnifeKunaiBlueprint,"Eisenmesser"
ulmMeleeBladeKnifeScrapIron,"Schrottmesser"
ulmMeleeBladeKnifeScrapIronDesc,"Ein scharfes Stück Metallschrott, das mit unnötigem Kram verschönert wurde, der es nicht schärfer macht."
ulmMeleeBladeKnifeScrapIronBlueprint,"Schrottmesser"
ulmMeleeBladeKnifeTitanium,"Titanmesser"
ulmMeleeBladeKnifeTitaniumDesc,"Geschnitten aus massivem Titan, das langlebigste und leichteste Messer, welches du bekommen kannst."
ulmMeleeBladeKnifeTitaniumBlueprint,"Titanmesser"
ulmMeleeBladeMacheteIron,"Eisenmachete"
ulmMeleeBladeMacheteIronDesc,"Ein breites und schweres Messer, das sowohl als Waffe als auch als Werkzeug beim Roden dichter Dschungelvegetation verwendet werden kann."
ulmMeleeBladeMacheteIronBlueprint,"Eisenmachete"
ulmMeleeBladeMacheteSteel,"Stahlmachete"
ulmMeleeBladeMacheteSteelDesc,"Ein breites und schweres Messer, das als Waffe oder Werkzeug zum Roden dichter Dschungelvegetation verwendet werden kann."
ulmMeleeBladeMacheteSteelBlueprint,"Stahlmachete"
ulmMeleeBladeMacheteTitanium,"Titanmachete"
ulmMeleeBladeMacheteTitaniumDesc,"Ein breites und schweres Messer, das als Waffe oder Werkzeug beim Roden von dichter Dschungelvegetation verwendet werden kann."
ulmMeleeBladeMacheteTitaniumBlueprint,"Titanmachete"
ulmMeleeBladeMisshapedJunkBlade,"Missgestaltete Schrottklinge"
ulmMeleeBladeMisshapedJunkBladeDesc,"Ein Ergebnis, wenn man nicht weiß, was man tut, aber es schafft, etwas zu schaffen, das irgendwie brauchbar ist?"
ulmMeleeBladeSaw,"Sägeblatt"
ulmMeleeBladeSawDesc,"Diese gezahnte Klinge ähnelt eher einer Säge als einem Schwert."
ulmMeleeBladeSawBlueprint,"Sägeblatt"
ulmMeleeBladeRex,"Jonah's Rex Klinge"
ulmMeleeBladeRexDesc,"Manche behaupten, dass dies die gezahnte Klinge ist, die der einzige Ödland-Krieger Jonah, der furchtlose Meister der Ausdauer, benutzt hat."
ulmMeleeBladeRexBlueprint,"Jonah's Rex Klinge"
ulmMeleeBladeSwordScrap,"Schrottschwert"
ulmMeleeBladeSwordScrapDesc,"Ein aus Schrott gefertigtes Schwert."
ulmMeleeBladeSwordIron,"Eisenschwert"
ulmMeleeBladeSwordIronDesc,"Zweischneidiges Schwert aus Eisen mit kleinem Handschutz und Griff zum einhändigen Führen."
ulmMeleeBladeSwordIronBlueprint,"Eisenschwert"
ulmMeleeBladeZweihander,"Stahl-Großschwert"
ulmMeleeBladeZweihanderDesc,"Massives, zweischneidiges Schwert mit langem Griff für die beidhändige Handhabung. Nur die Stärksten können es handhaben."
ulmMeleeBladeZweihanderBlueprint,"Stahl-Großschwert"
ulmMeleeKnucklesBrassKnuckles,"Messingschlagring"
ulmMeleeKnucklesBrassKnucklesDesc,"Einfache Schlagringe aus Messingguss"
ulmMeleeKnucklesBrassKnucklesBlueprint,"Messingschlagring"
ulmMeleeKnucklesChitin,"Chitinschlagring"
ulmMeleeKnucklesChitinDesc,"Schlagringe aus Eisen und Chitin-Schuppen"
ulmMeleeKnucklesChitinBlueprint,"Chitinschlagring"
ulmMeleeKnucklesScrapKnuckles,"Schrottschlagring"
ulmMeleeKnucklesScrapKnucklesDesc,"Schlagring, auf den einige scharfe Haushaltsgegenstände aufgeschweißt wurden, um ihn wahnsinnig aussehend und tödlicher zu machen."
ulmMeleeKnucklesScrapKnucklesBlueprint,"Schrottschlagring"
ulmMeleeKnucklesTitaniumKnuckles,"Titanschlagring"
ulmMeleeKnucklesTitaniumKnucklesDesc,"Schlagring aus einem der haltbarsten Metalle."
ulmMeleeKnucklesTitaniumKnucklesBlueprint,"Titanschlagring"
ulmMeleeClubChitin,"Chitinknüppel"
ulmMeleeClubChitinDesc,"Eine Keule aus Chitin"
ulmMeleeClubChitinBlueprint,"Chitinknüppel"
ulmMeleeClubIron,"Eisenknüppel"
ulmMeleeClubIronDesc,"Ein kurzes Metallrohr mit einem beschwerten Metallkopf, der aus beliebigem Metallschrott besteht."
ulmMeleeClubIronBlueprint,"Eisenknüppel"
ulmMeleeClubIronMorningStar,"Morgenstern"
ulmMeleeClubIronMorningStarDesc,"Eine tödliche Verbesserung eines normalen Streitkolbens mit einem mit Stacheln beschwerten Kopf anstelle eines typischen stumpfen Kopfes. Verursacht Blutungen."
ulmMeleeClubSteel,"Stahlknüppel"
ulmMeleeClubSteelDesc,"Robuster als eine Eisenknüppel und verursacht mehr Schaden. Gut geeignet zum Brechen von Knien und Schädeln."
ulmMeleeClubTableLegMace,"Modifiziertes Tischbein"
ulmMeleeClubTableLegMaceDesc,"Ein modifiziertes Tischbein mit einigen zusätzlichen Verbesserungen, sieht ziemlich einschüchternd aus."
ulmMeleeClubTitanium,"Titanknüppel"
ulmMeleeClubTitaniumDesc,"Ist haltbarer als eine Stahlknüppel und richtet mehr Schaden an. Gut zum Brechen von Knien und Schädeln."
ulmMeleeClubTitaniumBlueprint,"Titanknüppel"
ulmMeleeGreataxeScrapIron,"Schrottgroßaxt"
ulmMeleeGreataxeScrapIronDesc,"[decea3]+200%[-] mehr Schaden an Bäumen. Zweiköpfige Streitaxt mit einem langen Stiel. Kann zum Fällen von Bäumen oder zur Enthauptung verwendet werden."
ulmMeleeGreataxeScrapIronBlueprint,"Schrottgroßaxt"
ulmMeleePaddle,"Altes Paddel"
ulmMeleePaddleDesc,"Ein altes hölzernes Paddel. Wird in der Regel verwendet, um von Menschen betriebene Wasserfahrzeuge anzutreiben, indem es das Wasser in die entgegengesetzte Richtung drückt. Kann auch als behelfsmäßige Waffe verwendet werden."
ulmMeleePolearmBoathook,"Bootshaken"
ulmMeleePolearmBoathookDesc,"Normalerweise haben Bootshaken stumpfe Spitzen mit einem Haken an der Seite, um das An- und Ablegen von Fischerbooten zu erleichtern, aber dieser sieht so aus, als ob er eine nadelförmige Spitze hat, die sich gut durchstechen lässt."
ulmMeleePolearmPitchfork,"Mistgabel"
ulmMeleePolearmPitchforkDesc,"Wird oft von Bauern verwendet, um Heuballen zu bearbeiten."
ulmMeleePolearmTrident,"Dreizack"
ulmMeleePolearmTridentDesc,"Ein Werkzeug, das zum Speerfischen oder als Stangenwaffe verwendet wird, manche sagen, es sei die Waffe aus der antiken Mythologie."
ulmMeleeClubBone,"Knochenknüppel"
ulmMeleeClubBoneDesc,"Wird aus den Überresten einer toten Kreatur geerntet, wobei der Griff mit Klebeband umwickelt wird, um maximalen Komfort und Halt zu gewährleisten!"
ulmMeleeClubCricketBat,"Cricket-Schläger"
ulmMeleeClubCricketBatDesc,"Besteht aus einem Stockgriff, der an einem flachen Holzblock befestigt ist. Wird in einer der Sportarten verwendet, bei denen ein Ball mit einem handgehaltenen Gegenstand geschlagen wird."
ulmMeleeClubGolfClub,"Golfschläger"
ulmMeleeClubGolfClubDesc,"Sportgerät für das Golfspiel, bei dem man einen Ball über einen Golfplatz schlägt."
ulmMeleeClubRollingPin,"Nudelholz"
ulmMeleeClubRollingPinDesc,"Klassisches hölzernes Nudelholz, ein sehr nützliches Werkzeug in der Küche, um Teig zu glätten. Kann im Notfall auch als Waffe verwendet werden."
ulmMeleeClubTennisRacket,"Tennisschläger"
ulmMeleeClubTennisRacketDesc,"Sportgerät für Tennis, man schlägt den Ball mit der Netzseite des Schlägers."
ulmMeleeSledgeScrapIron,"Schrott-Vorschlaghammer"
ulmMeleeSledgeScrapIronDesc,"Wahllos zusammengewürfelter Metallschrott, der einen schweren Metallkopf mit langem Stiel bildet."
ulmMeleeSledgeScrapIronBlueprint,"Schrott-Vorschlaghammer"
ulmMeleeSledgeTitanium,"Titanvorschlaghammer"
ulmMeleeSledgeTitaniumDesc,"Bereitet euch auf den Krieg mit den Untoten vor!"
ulmMeleeSledgeTitaniumBlueprint,"Titanvorschlaghammer"
ulmMeleeSledgeBrinxsFury,"Brinx' Wut"
ulmMeleeSledgeBrinxsFuryDesc,"Die Legende nach, dienste diese Waffe Brinx dem Furchtlosen, als er seine Wut auf die Horden der Dunkelheit losließ, während er furchtlos an vorderster Front um das Überleben seiner Gemeinschaft im Ödland kämpfte."
ulmMeleeSledgeHectorsWrath,"Hector's Zorn"
ulmMeleeSledgeHectorsWrathDesc,"Die Ursprünge dieser Waffe sind nach wie vor unbekannt, und Gerüchten zufolge birgt sie eine geheimnisvolle, von der modernen Wissenschaft nicht erklärbare Kraft in sich, die von dem richtigen Träger freigesetzt werden kann."
ulmMeleeSledgeRocket,"MS-03 Prototyp Hammer"
ulmMeleeSledgeRocketDesc,"Der Prototyp des Vorschlaghammers MS-03, auch bekannt als Der Hammer, ist das Ergebnis des Versuchs, einen mechanisch verbesserten Vorschlaghammer zu entwickeln, der die Schlagkraft deutlich erhöht."
ulmMeleeSpearChitin,"Chitinspeer"
ulmMeleeSpearChitinDesc,"Kriegswaffe mit langem Stiel und Chitinspitze."
ulmMeleeSpearChitinBlueprint,"Chitinspeer"
ulmMeleeSpearIron,"Abgenutzter Eisenspeer"
ulmMeleeSpearIronDesc,"Sehr scharfkantiger, aber abgenutzter Eisenspeer, der sich trotzdem als nützlich erweisen kann."
ulmMeleeSpearScrapIron,"Schrottspeer"
ulmMeleeSpearScrapIronDesc,"Ein Speer aus Schrottmetall."
ulmMeleeSpearSerpent,"Schlangenspeer"
ulmMeleeSpearSerpentDesc,"Mit einer Klinge so scharf, dass man diese Waffe fürchtet."
ulmMeleeSpearSerpentBlueprint,"Schlangenspeer"
ulmMeleeSpearTitanium,"Titanspeer"
ulmMeleeSpearTitaniumDesc,"Hat eine gute Balance zwischen Haltbarkeit, Zuverlässigkeit und Schärfe."
ulmMeleeSpearTitaniumBlueprint,"Titanspeer"
ulmMeleeSpearWood,"Holzspeer"
ulmMeleeSpearWoodDesc,"Der einfachste Speer von allen, nur ein angespitzter langer Stock."
ulmMeleeTwoHandedPipe,"Langes Rohr"
ulmMeleeTwoHandedPipeDesc,"Ein langes Rohr, auf das ein Winkelstück geschraubt ist, eine einfache, aber recht effektive Behelfswaffe."
ulmModArmorBackpackBasic,"Rucksack"
ulmModArmorBackpackBasicDesc,"[decea3]Brustpanzer-Mod[-]\nErweitert die Inventarkapazität, wenn er in einem Brustpanzer oder Fahrzeug installiert ist."
ulmModArmorBackpackBasicBlueprint,"Rucksack"
ulmModArmorBroadcastRadio,"Funkgerät"
ulmModArmorBroadcastRadioDesc,"[decea3]Brustpanzer-Mod[-]\nErweitert die effektive Übertragungsreichweite von Lagern für das Herstellen."
ulmModArmorBroadcastRadioBlueprint,"Funkgerät"
ulmModArmorEllianniaLocket,"Elliannia's Medaillon"
ulmModArmorEllianniaLocketDesc,"[decea3]Brustpanzer-Mod[-]\nEin silbernes Medaillon mit der Inschrift 'Jillian, für immer meine Tochter'."
ulmModArmorEnforcerBelt,"Vollstrecker-Gürtel"
ulmModArmorEnforcerBeltDesc,"[decea3]Beinpanzer-Mod[-]\nRobuster Vollstrecker-Gürtel aus Leder. Erhöht die Ladekapazität des Trägers."
ulmModArmorEnforcerPistolHolster,"Brust-Pistolenholster"
ulmModArmorEnforcerPistolHolsterDesc,"[decea3]Brustpanzer-Mod[-]\nStabiles Pistolenholster. Verbessert die Nachladegeschwindigkeit der Pistole."
ulmModArmorEnforcerVest,"Vollstrecker-Weste"
ulmModArmorEnforcerVestDesc,"[decea3]Brustpanzer-Mod[-]\nRobuste Vollstrecker-Weste mit geräumigen Taschen. Schränkt die Bewegungsfreiheit des Trägers leicht ein."
ulmModArmorPlatingChitin,"Chitin-Plattierung"
ulmModArmorPlatingChitinDesc,"Panzerung aus Chitin. Hat eine hohe Resistenz gegen Angriffe von giftigen Kreaturen wie Skorpionen, Spinnen, Schlangen usw."
ulmModArmorPlatingChitinBlueprint,"Chitin-Plattierung"
ulmModChainsawChainTitanium,"Titan-Kettensägenkette"
ulmModChainsawChainTitaniumDesc,"[decea3]Kettensägen-Mod[-]\nErhöht den von der Kettensäge verursachten Grundschaden."
ulmModChainsawChainTitaniumBlueprint,"Titan-Kettensägenkette"
ulmModOffhandFlashlight,"Taschenlampe für die linke Hand Mod"
ulmModOffhandFlashlightDesc,"Rüstet dies in deiner linken Hand aus. Unterstützte Waffen: [decea3]Alle Pistolen[-]"
ulmModVehicleCargoBag,"Fahrzeug-Ladeerweiterung"
ulmModVehicleCargoBagDesc,"[decea3]Fahrzeug-Mod[-]\n Erweitert die Inventarkapazität, wenn sie in einer Brustpanzerung oder einem Fahrzeug installiert ist."
ulmModVehicleCargoBagBlueprint,"Fahrzeug-Ladeerweiterung"
ulmModVehicleShockAbsorbers,"Fahrzeug-Stoßdämpfer"
ulmModVehicleShockAbsorbersDesc,"[decea3]Fahrzeug-Mod[-]\nVerbessert die Fahrzeugfederung und ermöglicht den Transport von mehr Ladung. Kann nicht an ein Fahrrad montiert werden."
ulmModVehicleShockAbsorbersBlueprint,"Fahrzeug-Stoßdämpfer"
ulmQuestRewardBicyclePartsBundle,"Fahrradteile-Paket"
ulmQuestRewardTruckPartsBundle,"LKW-Teile-Paket"
ulmQuestTreasureElliannia,"Elliannias Karte"
ulmQuestTreasureEllianniaDesc,"Ein alter Schlüssel, um den eine kleine Karte gewickelt ist, auf der eine Stelle vage mit einem roten X markiert ist. Auf der Rückseite der Karte steht: Elliannia's Stash."
ulmQuestTutorialStations,"Grundlagen des Überlebensleitfadens"
ulmQuestTutorialStationsDesc,"Gekritzelte Notizen, die detailliert beschreiben, was die nächsten Schritte sein sollten, um die Überlebenschancen im Ödland zu erhöhen.\n\n[decea3]Die Untersuchung dieser Notizen löst eine Reihe von Missionen aus."
ulmResourceAdhesive,"Klebstoff"
ulmResourceAdhesiveDesc,"Klebstoff auf Kautschukbasis mit außergewöhnlichen Bindeeigenschaften."
ulmResourceAdvancedRepairKit,"Erweiterter Reparatursatz"
ulmResourceAdvancedRepairKitDesc,"Der [decea3]Erweiterter Reparatursatz[-] wird für die Reparatur der fortschrittlicher Gegenstände und Fahrzeuge verwendet, die meist aus [decea3]Stahl[-] hergestellt sind."
ulmResourceAdvancedRepairKitBlueprint,"Erweiterter Reparatursatz"
ulmResourceAdvancedRepairKitBlueprintDesc,"Anleitung zur Herstellung von einem [decea3]Erweiterten Reparatursatz[-]."
ulmResourceSuperiorRepairKit,"Hochwertiger Reparatursatz"
ulmResourceSuperiorRepairKitDesc,"Wird zur Reparatur abgenutzter Gegenstände, Fahrzeuge und mehr modernster Technologie verwendet, die meist aus [decea3]Titan[-] oder [decea3]Titanlegierungen[-] hergestellt sind."
ulmResourceSuperiorRepairKitBlueprint,"Hochwertiger Reparatursatz"
ulmResourceSuperiorRepairKitBlueprintDesc,"Anleitung zur Herstellung von einem [decea3]Hochwertigen Reparatursatz[-]."
ulmResourceBallBearings,"Kugellager"
ulmResourceBallBearingsDesc,"Standard-Kugellager. Nützlich, wenn du zwei Objekte mit minimaler Reibung zueinander in Bewegung bringen willst."
ulmResourceBatterySmall,"Kleine Batterie"
ulmResourceBatterySmallDesc,"Kleine Einwegbatterie, die normalerweise in kleinen tragbaren Geräten und Gadgets verwendet wird."
ulmResourceBark,"Rinde"
ulmResourceBarkDesc,"Äußere Schicht der Stämme und Wurzeln von holzigen Pflanzen."
ulmResourceBeltBuckle,"Gürtelschnalle aus Messing"
ulmResourceBeltBuckleDesc,"Dient zur Befestigung von zwei Enden von Riemen oder einem Gürtel."
ulmResourceQueenBee,"Bienenkönigin"
ulmResourceQueenBeeDesc,"Kann verwendet werden, um einen Bienenstock herzustellen."
ulmResourceBenchVice,"Schraubstock"
ulmResourceBenchViceDesc,"Wird für die Herstellung einer Werkbank benötigt."
ulmResourceBobbyPin,"Haarnadel"
ulmResourceBobbyPinDesc,"Eine Haarnadel, die normalerweise aus Metall besteht. Hilft, Haare an Ort und Stelle zu halten oder kann als improvisierter Dietrich verwendet werden."
ulmResourceBobbyPinBlueprint,"Haarnadel"
ulmResourceBonePowder,"Knochenmehl"
